x,y,z
1989,0.07112782019149491,0.17479574003916287
1990,-0.09799551929420255,0.17479574003916273
1991,-0.055771382894692634,0.17479574003916246
1992,-0.012185339717038243,0.1747957400391625
1993,-0.0817118875027733,0.17479574003916307
1995,0.04960313055076758,0.17479574003916298
1996,0.16576717090242465,0.1747957400391626
1997,0.11567576611145013,0.17479574003916237
1998,0.2887155826723167,0.17479574003916265
1999,0.2460222410370378,0.1747957400391626
